graph,n,m,s,p1n,p1m,p1s,p2n,p2m,p2s,p3n,p3m,p3s,p4n,p4m,p4s,p5n,p5m,p5s,p6n,p6m,p6s,p7n,p7m,p7s,p8n,p8m,p8s,p9n,p9m,p9s,p10n,p10m,p10s,p11n,p11m,p11s,p12n,p12m,p12s,p13n,p13m,p13s,p14n,p14m,p14s,p15n,p15m,p15s,p16n,p16m,p16s,p17n,p17m,p17s,p18n,p18m,p18s,p19n,p19m,p19s,p20n,p20m,p20s,ph1n,ph1m,ph1s,ph2n,ph2m,ph2s,ph3n,ph3m,ph3s,ph4n,ph4m,ph4s,ph5n,ph5m,ph5s,ph6n,ph6m,ph6s,ph7n,ph7m,ph7s,ph8n,ph8m,ph8s,ph9n,ph9m,ph9s,ph10n,ph10m,ph10s,ph11n,ph11m,ph11s,ph12n,ph12m,ph12s,ph13n,ph13m,ph13s,ph14n,ph14m,ph14s,ph15n,ph15m,ph15s,ph16n,ph16m,ph16s,ph17n,ph17m,ph17s,ph18n,ph18m,ph18s,ph19n,ph19m,ph19s,ph20n,ph20m,ph20s,ph21n,ph21m,ph21s,ph22n,ph22m,ph22s,ph23n,ph23m,ph23s,ph24n,ph24m,ph24s,ph25n,ph25m,ph25s,ph26n,ph26m,ph26s,ph27n,ph27m,ph27s,ph28n,ph28m,ph28s,ph29n,ph29m,ph29s,ph30n,ph30m,ph30s,ph31n,ph31m,ph31s,ph32n,ph32m,ph32s,ph33n,ph33m,ph33s,ph34n,ph34m,ph34s,ph35n,ph35m,ph35s,ph36n,ph36m,ph36s,ph37n,ph37m,ph37s,ph38n,ph38m,ph38s,ph39n,ph39m,ph39s,ph40n,ph40m,ph40s,a1n,a1m,a1s,a2n,a2m,a2s,a3n,a3m,a3s,a4n,a4m,a4s,ahF1n,ahF1m,ahF1s,ahF2n,ahF2m,ahF2s,ahF3n,ahF3m,ahF3s,ahF4n,ahF4m,ahF4s,ahF5n,ahF5m,ahF5s,ahF6n,ahF6m,ahF6s,ahF7n,ahF7m,ahF7s,ahF8n,ahF8m,ahF8s,ahF9n,ahF9m,ahF9s,ahF10n,ahF10m,ahF10s,ahF11n,ahF11m,ahF11s,ahF12n,ahF12m,ahF12s,ahF13n,ahF13m,ahF13s,ahF14n,ahF14m,ahF14s,ahF15n,ahF15m,ahF15s,ahF16n,ahF16m,ahF16s,ahF17n,ahF17m,ahF17s,ahF18n,ahF18m,ahF18s,ahF19n,ahF19m,ahF19s,ahF20n,ahF20m,ahF20s,ahFlower1n,ahFlower1m,ahFlower1s,ahFlower2n,ahFlower2m,ahFlower2s,ahFlower3n,ahFlower3m,ahFlower3s,ahFlower4n,ahFlower4m,ahFlower4s,ahFlower5n,ahFlower5m,ahFlower5s,ahFlower6n,ahFlower6m,ahFlower6s,ahFlower7n,ahFlower7m,ahFlower7s,ahFlower8n,ahFlower8m,ahFlower8s,ahFlower9n,ahFlower9m,ahFlower9s,ahFlower10n,ahFlower10m,ahFlower10s,ahFlower11n,ahFlower11m,ahFlower11s,ahFlower12n,ahFlower12m,ahFlower12s,ahFlower13n,ahFlower13m,ahFlower13s,ahFlower14n,ahFlower14m,ahFlower14s,ahFlower15n,ahFlower15m,ahFlower15s,ahFlower16n,ahFlower16m,ahFlower16s,ahFlower17n,ahFlower17m,ahFlower17s,ahFlower18n,ahFlower18m,ahFlower18s,ahFlower19n,ahFlower19m,ahFlower19s,ahFlower20n,ahFlower20m,ahFlower20s,ahEdge1n,ahEdge1m,ahEdge1s,ahEdge2n,ahEdge2m,ahEdge2s,ahEdge3n,ahEdge3m,ahEdge3s,ahEdge4n,ahEdge4m,ahEdge4s,ahEdge5n,ahEdge5m,ahEdge5s,ahEdge6n,ahEdge6m,ahEdge6s,ahEdge7n,ahEdge7m,ahEdge7s,ahEdge8n,ahEdge8m,ahEdge8s,ahEdge9n,ahEdge9m,ahEdge9s,ahEdge10n,ahEdge10m,ahEdge10s,ahEdge11n,ahEdge11m,ahEdge11s,ahEdge12n,ahEdge12m,ahEdge12s,ahEdge13n,ahEdge13m,ahEdge13s,ahEdge14n,ahEdge14m,ahEdge14s,ahEdge15n,ahEdge15m,ahEdge15s,ahEdge16n,ahEdge16m,ahEdge16s,ahEdge17n,ahEdge17m,ahEdge17s,ahEdge18n,ahEdge18m,ahEdge18s,ahEdge19n,ahEdge19m,ahEdge19s,ahEdge20n,ahEdge20m,ahEdge20s,ahDiameter1n,ahDiameter1m,ahDiameter1s,ahDiameter2n,ahDiameter2m,ahDiameter2s,ahDiameter3n,ahDiameter3m,ahDiameter3s,ahDiameter4n,ahDiameter4m,ahDiameter4s,ahDiameter5n,ahDiameter5m,ahDiameter5s,ahDiameter6n,ahDiameter6m,ahDiameter6s,ahDiameter7n,ahDiameter7m,ahDiameter7s,ahDiameter8n,ahDiameter8m,ahDiameter8s,ahDiameter9n,ahDiameter9m,ahDiameter9s,ahDiameter10n,ahDiameter10m,ahDiameter10s,ahDiameter11n,ahDiameter11m,ahDiameter11s,ahDiameter12n,ahDiameter12m,ahDiameter12s,ahDiameter13n,ahDiameter13m,ahDiameter13s,ahDiameter14n,ahDiameter14m,ahDiameter14s,ahDiameter15n,ahDiameter15m,ahDiameter15s,ahDiameter16n,ahDiameter16m,ahDiameter16s,ahDiameter17n,ahDiameter17m,ahDiameter17s,ahDiameter18n,ahDiameter18m,ahDiameter18s,ahDiameter19n,ahDiameter19m,ahDiameter19s,ahDiameter20n,ahDiameter20m,ahDiameter20s,t1n,t1m,t1s,t2n,t2m,t2s,t3n,t3m,t3s,t4n,t4m,t4s,t5n,t5m,t5s,t6n,t6m,t6s,t7n,t7m,t7s,t8n,t8m,t8s,t9n,t9m,t9s,t10n,t10m,t10s,alln,allm,alls,kerneln,kernelm,kernels,combin,combim,combis
SingleTreeAntler_F=75_K=6_R=35_A=5_M=5_V1,440,947,0,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,,,,,,,,,,,,,,,,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,543,5,120,479,8,86,340,16,,,,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,126,519,6,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,135,543,5,126,519,6,126,519,6,126,519,6,126,519,6,126,519,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,543,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,543,5,135,543,5,120,479,8,102,384,13,70,263,21,45,168,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,543,5,135,543,5,119,481,8,103,418,12,67,257,22,43,164,27,,,,,,,,,,,,,86,340,16,77,350,15,32,109,31
AntlerH_F=60_K=7_R=50_A=4_M=6_V2,448,1357,0,198,1020,4,180,980,5,180,980,5,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,177,952,6,,,,,,,,,,,,,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,1020,4,169,924,7,,,,,,,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,198,1020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,1020,4,169,924,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,1020,4,180,980,5,198,1020,4,183,980,5,183,980,5,183,980,5,183,980,5,183,980,5,166,903,7,180,976,5,177,944,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,1020,4,198,1020,4,180,980,5,169,892,8,169,892,8,,,,,,,,,,,,,,,,153,830,10,134,791,12,79,434,29
AntlerH_F=50_K=2_R=60_A=2_M=8_V2,461,957,0,65,351,14,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,,,,,,,,,,,,,,,,,,,65,351,14,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,351,14,60,317,16,60,317,16,60,317,16,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,351,14,60,317,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,65,351,14,60,317,16,65,351,14,60,317,16,65,351,14,,,,,,,,,,,,,,,,65,351,14,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,60,317,16,,,,,,,,,,60,317,16,60,317,16,60,317,16
SingleTreeAntler_F=65_K=5_R=45_A=3_M=6_V2,465,1055,0,137,672,3,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,124,622,5,,,,,,,,,,,,,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,672,3,123,621,5,,,,,,,137,672,3,137,672,3,137,672,3,137,672,3,123,621,5,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,137,672,3,123,621,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,672,3,123,621,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,672,3,137,672,3,123,621,5,123,621,5,110,534,9,123,600,6,123,621,5,109,553,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,672,3,137,672,3,123,621,5,109,553,9,63,295,24,63,295,24,63,295,24,,,,,,,,,,109,553,9,95,528,10,95,528,10
SingleTreeAntler_F=55_K=4_R=55_A=3_M=7_V2,468,1210,0,150,870,1,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,,,,,,,,,,,,,150,870,1,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,137,797,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,870,1,105,615,13,68,407,23,,,,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,136,784,5,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,150,870,1,119,688,9,125,717,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,870,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,870,1,137,797,4,141,836,2,131,789,4,101,601,14,124,734,7,125,717,8,110,655,11,95,573,15,124,734,7,96,560,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,870,1,150,870,1,125,717,8,83,484,19,69,423,22,69,423,22,69,423,22,69,423,22,,,,,,,56,334,27,60,361,25,56,334,27
PathAntler_F=80_K=9_R=30_A=4_M=5_V1,475,1085,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,178,630,9,85,286,29,85,286,29,85,286,29,85,286,29,85,286,29,,,,,,,,,,,,,,,,,,,,,,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,178,630,9,131,447,20,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,109,371,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,828,0,218,828,0,,,,,,,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,828,0,218,828,0,218,828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,181,659,9,178,655,8,167,588,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,828,0,218,828,0,218,828,0,218,828,0,218,828,0,,,,,,,,,,,,,,,,85,286,29,188,785,2,76,286,29
Antler_F=55_K=2_R=55_A=2_M=8_V1,501,961,0,74,413,8,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,,,,,,,,,,,,,,,,,,,74,413,8,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,60,304,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,413,8,55,279,16,55,279,16,55,279,16,74,413,8,74,413,8,74,413,8,74,413,8,74,413,8,74,413,8,69,372,10,74,413,8,74,413,8,74,413,8,74,413,8,74,413,8,69,386,10,74,413,8,74,413,8,74,413,8,69,378,10,74,413,8,74,413,8,74,413,8,74,413,8,74,413,8,74,413,8,60,319,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,413,8,55,279,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,413,8,55,279,16,60,304,14,64,337,12,74,413,8,70,379,10,55,279,16,69,372,10,60,319,14,60,313,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,413,8,65,338,12,65,338,12,65,338,12,65,338,12,65,338,12,65,338,12,65,338,12,,,,,,,55,279,16,55,279,16,55,279,16
PathAntlerH_F=55_K=9_R=55_A=4_M=7_V2,503,2022,0,302,1787,1,297,1755,2,297,1755,2,297,1755,2,297,1755,2,297,1755,2,297,1755,2,230,1314,17,193,1101,24,174,995,28,174,995,28,174,995,28,174,995,28,174,995,28,174,995,28,,,,,,,,,,,,,,,,302,1787,1,302,1787,1,302,1787,1,302,1787,1,302,1787,1,302,1787,1,302,1787,1,245,1416,14,245,1416,14,245,1416,14,245,1416,14,245,1416,14,245,1416,14,245,1416,14,245,1416,14,245,1416,14,245,1416,14,245,1416,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,1827,0,297,1755,2,,,,,,,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,1827,0,302,1787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,308,1827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,995,28,253,1634,6,143,872,33
PathAntler_F=70_K=8_R=40_A=4_M=6_V1,508,1362,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,238,1069,1,221,987,4,221,987,4,121,524,25,109,478,27,109,478,27,109,478,27,109,478,27,109,478,27,109,478,27,109,478,27,,,,,,,,,,,,,,,,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,221,987,4,221,987,4,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,121,524,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,1099,0,245,1099,0,,,,,,,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,1099,0,245,1099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,245,1099,0,238,1069,1,225,1008,4,230,1037,2,218,991,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,1099,0,245,1099,0,245,1099,0,,,,,,,,,,,,,,,,,,,,,,101,444,29,188,956,5,91,411,31
PathAntler_F=55_K=10_R=55_A=5_M=7_V1,510,2217,0,343,2050,0,343,2050,0,336,2010,1,336,2010,1,336,2010,1,336,2010,1,327,1933,3,295,1726,10,219,1237,26,141,795,42,141,795,42,141,795,42,141,795,42,,,,,,,,,,,,,,,,,,,,,,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,283,1646,12,201,1125,29,201,1125,29,201,1125,29,201,1125,29,201,1125,29,201,1125,29,201,1125,29,201,1125,29,201,1125,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,2050,0,338,2016,1,,,,,,,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,338,2015,1,343,2050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,2050,0,343,2050,0,343,2050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,343,2050,0,333,1987,2,333,1987,2,343,2050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,736,45,282,1798,7,113,696,47
PathAntlerH_F=90_K=9_R=20_A=8_M=5_V1,515,1072,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,169,578,8,169,578,8,32,80,40,32,80,40,32,80,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,114,342,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,769,0,212,769,0,,,,,,,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,769,0,212,769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,169,578,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,769,0,212,769,0,212,769,0,212,769,0,212,769,0,,,,,,,,,,,,,,,,28,68,41,189,748,1,0,0,50
AntlerH_F=70_K=10_R=40_A=9_M=6_V1,519,1768,0,270,1492,1,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,265,1452,2,,,,,,,,,,,,,,,,,,,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,1492,1,265,1452,2,,,,,,,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,1492,1,265,1452,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,270,1492,1,,,,270,1492,1,270,1492,1,270,1492,1,270,1492,1,,,,,,,,,,,,,,,,,,,265,1452,2,225,1417,3,225,1417,3
SingleTreeAntler_F=85_K=3_R=25_A=1_M=6_V2,553,762,0,60,214,5,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,,,,,,,,,,,,,,,,,,,60,214,5,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,54,197,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,214,5,54,197,6,36,118,12,,,,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,50,169,8,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,60,214,5,45,160,9,50,176,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,214,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,214,5,60,214,5,54,197,6,54,197,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,214,5,60,214,5,54,197,6,50,173,8,50,173,8,50,173,8,50,173,8,50,173,8,,,,,,,36,118,12,33,117,12,33,117,12
PathAntlerH_F=95_K=14_R=15_A=10_M=5_V2,560,1481,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,322,1214,1,147,418,39,147,418,39,147,418,39,147,418,39,147,418,39,147,418,39,147,418,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,1248,0,327,1248,0,,,,,,,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,1248,0,327,1248,0,327,1248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,291,1084,6,327,1248,0,327,1248,0,327,1248,0,327,1248,0,327,1248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,418,39,290,1200,2,44,125,58
